FIELD_NAME|AVERAGE|HIGH|LOW|SAMPLE|MEDIAN|STDDEV
EPSC_G2Y3|8.63|990.10|-995.20|5664|11.95|175.66
EPSC_G3F|2.97|953.50|-889.00|5622|10.90|83.64
EPSC_G3LS|10.37|213.90|-176.50|2300|11.20|28.86
EPSC_G3Q7|-7.51|954.30|-993.90|5677|6.20|179.38
EPSC_G3Y4|4.00|965.80|-998.00|5456|8.70|166.29
EPSC_G4Q8|-0.20|988.70|-990.90|5576|12.00|196.50
EPSC_G5F|3.67|447.80|-706.00|5182|7.45|45.01
EPSC_G5LS|8.14|179.50|-165.00|1997|8.40|19.00
EPSC_G7F|4.62|207.20|-322.50|4665|7.30|30.06
EPSC_G7R2|48.70|99.80|0.00|1841|50.00|32.89
EPSCON_12M|5.95|16304.79|-503.15|6018|0.09|294.61
EPSCON_Q1|2.13|10118.79|-206.26|5432|0.07|137.48
EPSCON_Q2|1.54|8607.54|-387.67|6099|0.03|110.61
EPSCON_Q3|2.04|13209.37|-966.09|6076|0.01|170.32
EPSCON_Q4|2.84|17306.39|-503.13|6047|0.02|222.77
EPSCON_Q5|2.68|11280.42|-330.69|6017|0.05|152.70
EPSCON_Q6|1.68|7301.27|-680.55|5995|0.04|105.67
EPSCON_Q7|0.30|3554.81|-691.81|5949|0.04|48.84
EPSCON_Q8|0.74|4240.00|-578.46|5908|0.04|66.89
EPSCON_Y1|1.25|2775.89|-854.56|6085|0.11|52.72
EPSCON_Y2|2.00|10178.67|-747.42|6053|0.15|145.41
EPSCON_Y3|0.70|14645.10|-965.97|5920|0.08|193.83
EPSCON_Y4|11.45|59696.20|-970.09|5664|0.10|818.70
EPSCON_Y5|18.61|86665.32|-887.11|5435|0.25|1191.02
EPSCON_Y6|3.78|11849.50|-969.47|5220|0.29|240.84
EPSCON_Y7|9.43|15670.28|-950.84|4973|0.29|352.04
EPSD_12M|4.10|16488.51|-503.15|6023|0.09|219.28
EPSD_G1F|9.23|993.40|-998.20|5740|16.50|177.15
EPSD_G1Q5|-5.57|989.90|-993.40|5621|4.20|175.07
EPSD_G1T|3.09|967.50|-992.40|5456|8.70|167.31
EPSD_G2Q6|-1.41|996.90|-991.60|5740|5.80|174.66
EPSD_G3F|3.25|848.50|-889.00|5647|11.10|82.03
EPSD_G3Q7|-4.43|975.80|-985.10|5657|6.90|181.75
EPSD_G4Q8|15.98|988.20|-992.10|5561|13.60|204.56
EPSD_G5F|3.59|390.80|-706.00|5210|7.60|45.03
EPSD_G7F|4.88|207.00|-322.50|4700|7.40|30.23
EPSD_Q1|1.89|10118.79|-206.26|5939|0.03|131.50
EPSD_Q2|1.54|8607.54|-387.67|6105|0.03|110.56
EPSD_Q3|2.09|13209.37|-966.09|6082|0.02|170.30
EPSD_Q4|0.85|5135.20|-503.13|6054|0.03|66.75
EPSD_Q5|2.30|11280.42|-329.74|6020|0.05|146.26
EPSD_Q6|1.08|7301.27|-680.55|5999|0.04|95.14
EPSD_Q7|-0.30|553.38|-691.81|5952|0.02|16.96
EPSD_Q8|2.85|19792.47|-607.95|5913|0.00|257.93
EPSD_Y1|0.97|2446.17|-854.56|6105|0.12|40.58
EPSD_Y2|4.02|27325.54|-747.42|6054|0.11|352.55
EPSD_Y3|0.69|14645.10|-965.97|5924|0.09|193.80
EPSD_Y4|11.37|59667.13|-970.09|5669|0.11|818.05
EPSD_Y5|18.49|86604.32|-905.86|5444|0.26|1189.24
EPSD_Y6|3.83|11849.50|-986.35|5226|0.30|240.27
EPSD_Y7|11.15|15670.13|-950.84|4989|0.30|388.04
EPSDC_12M|3.89|16304.79|-503.15|6018|0.08|216.96
EPSDC_G1F|-0.46|992.60|-993.80|5764|14.60|177.10
EPSDC_G1Q5|-5.50|996.50|-993.40|5147|4.10|171.29
EPSDC_G1T|-7.88|958.60|-992.40|5706|6.50|162.02
EPSDC_G2Q6|-2.65|996.90|-997.30|5739|5.80|175.34
EPSDC_G3F|2.70|953.10|-889.00|5622|10.80|83.42
EPSDC_G3LS|10.38|206.80|-176.40|2300|11.25|28.73
EPSDC_G3Q7|-7.76|954.00|-996.90|5672|6.40|178.20
EPSDC_G4Q8|-1.19|988.20|-995.60|5579|12.00|195.90
EPSDC_G5F|3.60|447.30|-706.00|5182|7.40|44.95
EPSDC_G5LS|8.17|179.30|-165.00|1997|8.40|18.99
EPSDC_G6Q|-3.59|973.60|-978.50|5660|8.30|176.12
EPSDC_G7F|4.58|206.80|-322.50|4665|7.40|30.05
EPSDC_G7R2|48.90|99.80|0.00|1841|50.60|32.92
EPSDC_Q1|2.12|10118.79|-206.26|5431|0.07|137.49
EPSDC_Q2|1.55|8607.54|-387.67|6100|0.02|110.62
EPSDC_Q3|2.05|13209.37|-966.09|6077|0.01|170.32
EPSDC_Q4|0.81|5135.20|-503.13|6048|0.02|66.80
EPSDC_Q5|2.27|11280.42|-330.69|6017|0.05|146.27
EPSDC_Q6|1.07|7301.27|-680.55|5996|0.04|95.17
EPSDC_Q7|-0.31|338.51|-691.81|5950|0.03|16.14
EPSDC_Q8|0.73|4240.00|-578.46|5909|0.04|66.88
EPSDC_Y1|0.81|2262.45|-854.56|6085|0.11|39.02
EPSDC_Y2|1.97|10178.67|-747.42|6053|0.15|145.40
EPSDC_Y3|0.68|14645.10|-965.97|5920|0.08|193.83
EPSDC_Y4|11.34|59667.13|-970.09|5664|0.10|818.30
EPSDC_Y5|18.51|86604.32|-887.11|5435|0.25|1190.17
EPSDC_Y6|3.75|11849.50|-969.47|5220|0.29|240.61
EPSDC_Y7|9.33|15670.13|-950.84|4973|0.28|351.95
EPSDM_EG5|0.70|5.00|0.00|1500|0.00|0.97
EPSDM_EQ0|3.16|40.00|0.00|3856|2.00|4.33
EPSDM_EQ1|2.13|27.00|0.00|3695|1.00|2.99
EPSDM_EY0|2.62|45.00|0.00|4046|1.00|4.16
EPSDM_EY1|3.01|45.00|0.00|4012|1.00|4.25
EPSDM_EY2|1.75|26.00|0.00|3468|1.00|2.61
EPSDMP_EQ0|-8.50|965.40|-962.50|3801|-0.50|67.85
EPSDMP_EQ1|-6.37|477.50|-893.60|3597|0.00|48.68
EPSDMP_EY0|-3.48|900.00|-994.30|4010|0.00|61.29
EPSDMP_EY1|-4.56|745.50|-650.00|3960|-0.10|43.84
EPSDMP_EY2|-3.71|885.40|-684.00|3245|0.00|46.08
EPSH_EG5|12.79|293.26|-287.00|1499|10.41|26.37
EPSH_EQ0|1.61|4168.00|-15.00|3848|0.29|67.19
EPSH_EQ1|1.73|4393.00|-9.00|3687|0.31|72.34
EPSH_EY0|5.85|16120.00|-74.00|4037|1.08|253.72
EPSH_EY1|6.69|17000.00|-36.00|4003|1.41|268.69
EPSH_EY2|8.10|17525.00|-26.00|3459|1.76|297.96
EPSL_EG5|9.03|290.50|-287.00|1499|8.20|25.46
EPSL_EQ0|1.23|3374.64|-15.00|3848|0.20|54.41
EPSL_EQ1|1.43|3926.17|-9.00|3687|0.21|64.66
EPSL_EY0|5.34|15331.85|-74.00|4037|0.90|241.32
EPSL_EY1|5.56|15379.63|-36.00|4003|1.00|243.08
EPSL_EY2|7.22|17462.83|-26.00|3459|1.28|296.91
EPSN_EG5|1.79|8.00|1.00|1500|1.00|1.11
EPSN_EQ0|7.08|41.00|1.00|3856|5.00|6.13
EPSN_EQ1|5.76|34.00|1.00|3695|4.00|5.28
EPSN_EY0|7.04|43.00|1.00|4046|5.00|6.50
EPSN_EY1|7.63|47.00|1.00|4012|5.00|6.89
EPSN_EY2|5.28|32.00|1.00|3468|4.00|4.64
EPSPM_EG5|11.59|297.10|-206.30|1399|9.58|23.23
EPSPM_EQ0|1.44|3736.67|-13.67|3833|0.28|60.36
EPSPM_EQ1|1.52|3819.46|-10.00|3620|0.28|63.48
EPSPM_EY0|5.59|15508.90|-69.00|4020|1.03|244.62
EPSPM_EY1|6.24|16338.50|-37.67|3975|1.25|259.14
EPSPM_EY2|7.89|17293.31|-26.00|3256|1.55|303.02
EPSSD_EG5|5.08|98.29|0.00|663|2.17|9.51
EPSSD_EQ0|0.20|412.65|0.00|3365|0.03|7.11
EPSSD_EQ1|0.19|330.10|0.00|3064|0.05|5.97
EPSSD_EY0|0.24|335.16|0.00|3482|0.05|5.69
EPSSD_EY1|0.49|668.74|0.00|3497|0.15|11.31
EPSSD_EY2|0.43|43.96|0.00|2757|0.23|1.03
EPSUM_EG5|0.58|5.00|0.00|1500|0.00|0.81
EPSUM_EQ0|1.91|33.00|0.00|3856|1.00|3.10
EPSUM_EQ1|1.48|27.00|0.00|3695|1.00|2.24
EPSUM_EY0|2.95|39.00|0.00|4046|1.00|4.56
EPSUM_EY1|2.32|33.00|0.00|4012|1.00|3.48
EPSUM_EY2|1.48|22.00|0.00|3468|1.00|2.22
EQTY_G5F|8.33|359.90|-263.40|5071|5.10|35.34
EQUITY_Q1|2847.86|397609.00|-129624.00|6055|174.44|13319.42
EQUITY_Q2|2894.68|382544.00|-133601.00|6069|178.59|13404.82
EQUITY_Q3|2816.78|368877.00|-134605.00|6006|176.05|13245.92
EQUITY_Q4|2917.08|348703.00|-133726.00|5948|177.70|13444.75
EQUITY_Q5|2814.42|375606.00|-132991.00|5915|172.03|13361.06
EQUITY_Q6|2865.99|358094.00|-132507.00|5831|175.92|13363.78
EQUITY_Q7|2800.86|347401.00|-136028.00|5752|169.46|13230.66
EQUITY_Q8|2862.82|348296.00|-139965.00|5642|169.84|13269.04
EQUITY_Y1|2890.55|348703.00|-133726.00|6089|167.30|13426.93
EQUITY_Y2|2773.50|348296.00|-139965.00|6042|140.95|13122.37
EQUITY_Y3|2645.38|282070.00|-130208.00|5905|127.50|12590.40
EQUITY_Y4|2647.65|255550.00|-132249.00|5664|136.45|12491.27
EQUITY_Y5|3839.49|6201980.00|-132599.00|5452|142.45|84877.70
EQUITY_Y6|3873.90|6168550.00|-126738.00|5251|136.20|85962.96
EQUITY_Y7|3475.45|3893800.00|-129096.00|4992|128.50|56535.65
ERBV|20.20|5561.76|0.01|2657|7.99|153.95
ERE_12M|-2.17|5196.40|-3336.00|5545|0.00|111.74
ERE_Q1|-2.10|1902.79|-3068.00|5983|0.00|69.44
ERE_Q2|0.61|1902.00|-765.34|5990|0.00|44.58
ERE_Q3|0.77|2702.35|-1289.00|5978|0.00|52.42
ERE_Q4|0.09|4839.39|-4262.00|5973|0.00|101.36
ERE_Q5|-1.91|870.66|-3220.34|5934|0.00|64.82
ERE_Q6|-4.06|2097.03|-5415.00|5938|0.00|119.38
ERE_Q7|0.39|3049.00|-3385.65|5911|0.00|83.96
ERE_Q8|0.96|6687.00|-4741.50|5888|0.00|149.58
ERE_Y1|-2.87|5358.50|-10166.00|5966|0.00|183.15
ERE_Y2|5.70|18233.00|-6441.77|5938|0.00|329.32
ERE_Y3|-4.08|13490.27|-14294.00|5887|0.00|310.72
ERE_Y4|-15.71|5627.68|-23287.18|5739|0.00|407.62
ERE_Y5|-6.51|8522.00|-16779.00|5597|0.00|379.18
ERE_Y6|-6.42|3568.00|-23298.40|5474|0.00|345.56
ERE_Y7|-10.95|5763.64|-60803.67|5223|0.00|855.47
EVEDA_12M|19.71|982.97|0.10|3778|10.65|45.28
EVEDA_1T|21.36|926.19|0.12|3437|12.06|50.26
EVEDA_A3Y|20.10|919.90|0.10|2995|11.80|49.65
EVEDA_A5Y|17.13|838.42|1.19|2551|11.74|32.81
EVEDA_A7Y|16.21|601.69|0.96|2140|11.46|28.60
EVEDA_Y1|22.32|955.00|0.11|3771|10.15|65.31
EVEDA_Y2|22.26|941.78|0.15|3649|12.33|50.85
EVEDA_Y3|20.56|901.73|0.11|3418|11.77|47.88
EVEDA_Y4|19.96|951.87|0.11|3278|10.79|50.93
EVEDA_Y5|19.34|862.95|0.10|3306|11.16|47.38
EVEDA_Y6|18.47|878.49|0.10|3132|11.10|39.31
EVEDA_Y7|15.21|854.91|0.11|2880|9.02|35.04
EYIELD_12M|36.77|33527.00|0.10|3207|5.37|742.97
FCFPS_12M|0.88|1184.33|-350.57|5022|0.06|19.03
FCFPS_G1F|4.85|989.00|-998.60|5403|9.80|191.53
FCFPS_G1T|6.29|994.10|-977.20|4626|1.70|182.54
FCFPS_G3F|4.85|825.30|-943.20|5130|9.10|73.26
FCFPS_G5F|4.39|393.50|-557.50|4695|6.30|41.33
FCFPS_G7F|5.51|151.50|-332.10|4235|7.10|27.54
FCFPS_Q1|0.94|3341.09|-99.40|5518|0.00|45.24
FCFPS_Q2|0.83|3418.43|-164.41|5641|0.00|46.24
FCFPS_Q3|0.22|2699.08|-662.77|5646|0.00|37.72
FCFPS_Q4|1.10|3861.78|-530.48|5706|0.00|54.82
FCFPS_Q5|1.23|4108.76|-161.54|5597|0.00|57.66
FCFPS_Q6|0.57|2914.79|-422.10|5533|0.00|40.26
FCFPS_Q7|0.30|3019.53|-369.27|5534|0.00|41.28
FCFPS_Q8|0.25|3028.06|-843.86|5530|0.00|44.85
FCFPS_VAL|80.01|23179.14|0.01|2411|33.13|496.67
FCFPS_Y1|0.62|2688.81|-419.61|5802|0.00|41.69
FCFPS_Y2|-0.07|3513.16|-699.82|5740|0.00|51.11
FCFPS_Y3|-0.90|3386.04|-926.07|5611|0.03|53.87
FCFPS_Y4|0.15|9377.55|-955.41|5339|0.01|141.49
FCFPS_Y5|-0.74|4039.61|-857.02|5115|0.00|81.40
FCFPS_Y6|1.02|4634.86|-877.69|4925|0.04|91.86
FCFPS_Y7|-0.06|6767.44|-997.33|4688|0.01|128.76
FLOAT|203.56|45698.50|0.00|6104|34.87|995.32
FSCORE_12M|3.89|9.00|0.00|6123|4.00|2.16
FSCORE_Y1|4.03|9.00|0.00|6123|4.00|1.86
FSCORE_Y2|3.95|9.00|0.00|6123|4.00|1.92
FSCORE_Y3|3.83|9.00|0.00|6123|4.00|1.99
FSCORE_Y4|3.63|9.00|0.00|6123|4.00|2.03
