FIELD_NAME|AVERAGE|HIGH|LOW|SAMPLE|MEDIAN|STDDEV
PRICEHM095|466991.32|0.00|0.00|4035|16.00|13690859.23
PRICEHM096|530585.55|0.00|0.00|4034|15.32|14881989.98
PRICEHM097|520409.62|0.00|0.00|4018|15.71|14649624.03
PRICEHM098|485698.72|0.00|0.00|4015|15.70|14752747.88
PRICEHM099|484741.29|0.00|0.00|3996|15.49|14220117.07
PRICEHM100|573099.52|0.00|0.00|3987|17.00|16575011.65
PRICEHM101|806975.67|0.00|0.00|3980|18.07|22924832.44
PRICEHM102|1036419.28|0.00|0.00|3969|17.89|31401330.80
PRICEHM103|1133786.32|0.00|0.00|3962|18.64|35769306.40
PRICEHM104|967188.14|0.00|0.00|3944|18.58|34019145.81
PRICEHM105|1097737.30|0.00|0.00|3920|18.42|40563769.53
PRICEHM106|1246181.48|0.00|0.00|3900|18.42|46643787.48
PRICEHM107|1280187.01|0.00|0.00|3893|18.14|49542688.62
PRICEHM108|1290852.95|0.00|0.00|3880|17.56|49472836.30
PRICEHM109|1106554.44|0.00|0.00|3855|17.00|40825506.20
PRICEHM110|1071338.89|0.00|0.00|3835|16.53|34410567.55
PRICEHM111|1056440.01|0.00|0.00|3825|15.61|34313267.92
PRICEHM112|1442274.55|0.00|0.00|3811|15.50|47947056.89
PRICEHM113|1503854.33|0.00|0.00|3805|15.66|49597886.85
PRICEHM114|2004925.80|0.00|0.00|3793|15.87|60013574.97
PRICEHM115|2241664.31|0.00|0.00|3778|17.05|69297853.22
PRICEHM116|2367685.87|0.00|0.00|3757|17.49|71510055.53
PRICEHM117|1957709.70|0.00|0.00|3739|16.64|59680037.11
PRICEHM118|1721559.91|0.00|0.00|3729|15.52|55292492.66
PRICEHM119|2124126.43|0.00|0.00|3721|15.95|68256485.42
PRICEHM120|1756657.89|0.00|0.00|3706|15.48|54750213.87
PRICEL_52W|75.54|279410.00|0.00|6118|9.24|3579.42
PRICEL_Y1|78.67|279410.00|0.00|5886|10.03|3648.49
PRICEL_Y2|148.88|309985.26|0.00|5575|11.80|5357.15
PRICEL_Y3|1211.13|4680009.71|0.00|5297|10.01|65347.02
PRICEL_Y4|8137.64|27412583.48|0.00|5088|11.96|407969.66
PRICEL_Y5|71373.19|0.00|0.00|4839|13.76|3816876.12
PRICEL_Y6|2314405.14|0.00|0.00|4528|13.05|0.00
PRICEL_Y7|233969396.1|0.00|0.00|4278|11.11|0.00
PRICELM001|90.65|320000.00|0.00|6101|11.18|4105.58
PRICELM002|87.06|302260.00|0.00|6065|10.73|3890.96
PRICELM003|87.25|300731.44|0.00|6046|10.75|3877.61
PRICELM004|85.97|294510.57|0.00|6028|10.60|3803.60
PRICELM005|89.94|306623.00|0.00|6002|11.61|3967.33
PRICELM006|87.26|296622.75|0.00|5984|11.54|3843.76
PRICELM007|87.58|296800.00|0.00|5966|11.48|3852.44
PRICELM008|89.74|302800.00|0.00|5920|12.39|3944.58
PRICELM009|88.14|295900.00|0.00|5905|12.18|3860.49
PRICELM010|88.56|297381.00|0.00|5885|12.44|3887.40
PRICELM011|84.20|286650.00|0.00|5869|11.40|3752.70
PRICELM012|82.14|279410.00|0.00|5851|11.01|3664.12
PRICELM013|90.55|305250.00|0.00|5835|12.55|4007.04
PRICELM014|89.49|296002.50|0.00|5811|13.07|3894.46
PRICELM015|97.31|315000.00|0.00|5774|14.80|4156.26
PRICELM016|94.53|299000.00|0.00|5746|14.71|3956.13
PRICELM017|94.70|281600.00|0.00|5716|15.00|3744.59
PRICELM018|98.06|281600.00|0.00|5689|15.25|3773.18
PRICELM019|105.68|280428.00|0.00|5656|14.75|3857.00
PRICELM020|110.84|288740.00|0.00|5625|14.77|3988.80
PRICELM021|164.39|340200.25|0.00|5605|14.75|5995.70
PRICELM022|171.60|332640.07|0.00|5568|14.94|5971.69
PRICELM023|185.92|362880.05|0.00|5553|15.75|6420.28
PRICELM024|171.17|320040.26|0.00|5523|15.26|5886.55
PRICELM025|173.41|309985.26|0.00|5496|14.80|5790.29
PRICELM026|194.97|433440.26|0.00|5466|15.30|7104.36
PRICELM027|192.56|403200.27|0.00|5431|15.00|6738.59
PRICELM028|207.88|456120.32|0.00|5404|14.58|7416.74
PRICELM029|335.90|1083600.51|0.00|5385|15.25|15378.03
PRICELM030|347.03|1191960.41|0.00|5366|15.00|16723.80
PRICELM031|330.74|1020600.48|0.00|5337|14.90|14536.69
PRICELM032|537.26|1008025.68|0.00|5310|15.29|20130.70
PRICELM033|1124.91|3708366.94|0.00|5284|14.99|54495.27
PRICELM034|1858.29|7200014.18|0.00|5256|15.20|101419.89
PRICELM035|1714.70|7272016.12|0.00|5250|15.00|100910.93
PRICELM036|1965.02|8100015.96|0.00|5230|14.70|113018.15
PRICELM037|1806.23|7200014.18|0.00|5194|13.77|100905.89
PRICELM038|2344.25|8856017.80|0.00|5184|14.20|125349.40
PRICELM039|3191.68|11160023.42|0.00|5150|14.34|161261.91
PRICELM040|3843.46|13176025.59|0.00|5135|14.17|191568.60
PRICELM041|2494.49|5328369.42|0.00|5118|13.80|97104.78
PRICELM042|2788.15|5202009.17|0.00|5099|13.46|106607.84
PRICELM043|4138.95|9225724.85|0.00|5076|13.41|170201.69
PRICELM044|4611.01|12877206.88|0.00|5061|13.70|205372.47
PRICELM045|5401.26|16758008.32|0.00|5051|13.01|255853.28
PRICELM046|4698.48|14484211.34|0.00|5036|12.04|219710.73
PRICELM047|4872.44|15170408.04|0.00|5031|12.58|226719.01
PRICELM048|8345.20|27412583.48|0.00|5021|14.36|410863.03
PRICELM049|14578.44|36700043.45|0.00|5000|14.78|635507.91
PRICELM050|22317.04|54375333.47|0.00|4979|14.64|925914.63
PRICELM051|20748.01|62181040.54|0.00|4964|14.81|973363.03
PRICELM052|19105.19|53449238.24|0.00|4934|15.00|890905.27
PRICELM053|26567.58|79380050.29|0.00|4931|16.49|1250801.38
PRICELM054|42630.57|0.00|0.00|4903|17.38|2288703.00
PRICELM055|67187.77|0.00|0.00|4876|17.29|3901479.19
PRICELM056|59896.28|0.00|0.00|4849|17.40|3276080.68
PRICELM057|63990.48|0.00|0.00|4824|17.17|3520113.68
PRICELM058|71461.77|0.00|0.00|4805|16.82|4008554.32
PRICELM059|76427.12|0.00|0.00|4789|16.50|4242178.66
PRICELM060|110933.22|0.00|0.00|4764|16.50|5159870.04
PRICELM061|140572.02|0.00|0.00|4764|17.05|5857832.16
PRICELM062|250574.55|0.00|0.00|4727|16.02|12279676.23
PRICELM063|409589.29|0.00|0.00|4702|17.20|22307628.48
PRICELM064|2239772.60|0.00|0.00|4670|17.59|0.00
PRICELM065|2250349.65|0.00|0.00|4663|17.91|0.00
PRICELM066|2284755.03|0.00|0.00|4625|18.12|0.00
PRICELM067|4505003.21|0.00|0.00|4590|17.38|0.00
PRICELM068|4555122.76|0.00|0.00|4555|17.95|0.00
PRICELM069|2411598.36|0.00|0.00|4526|18.45|0.00
PRICELM070|2422836.85|0.00|0.00|4509|17.82|0.00
PRICELM071|9162743.01|0.00|0.00|4480|17.87|0.00
PRICELM072|13658241.39|0.00|0.00|4457|17.72|0.00
PRICELM073|25004241.61|0.00|0.00|4431|17.26|0.00
PRICELM074|27399240.69|0.00|0.00|4409|17.05|0.00
PRICELM075|57452757.86|0.00|0.00|4366|16.70|0.00
PRICELM076|43873788.06|0.00|0.00|4351|16.40|0.00
PRICELM077|46372613.80|0.00|0.00|4329|16.35|0.00
PRICELM078|39597555.58|0.00|0.00|4313|15.75|0.00
PRICELM079|35141637.26|0.00|0.00|4289|15.90|0.00
PRICELM080|105627573.0|0.00|0.00|4267|15.48|0.00
PRICELM081|918957930.9|0.00|0.00|4245|15.38|0.00
PRICELM082|472229456.5|0.00|0.00|4237|15.29|0.00
PRICELM083|237233385.4|0.00|0.00|4220|14.89|0.00
PRICELM084|476471213.1|0.00|0.00|4200|14.02|0.00
PRICELM085|941798602.3|0.00|0.00|4185|13.51|0.00
PRICELM086|3598640806|0.00|0.00|4169|14.00|0.00
PRICELM087|3132427990|0.00|0.00|4151|14.14|0.00
PRICELM088|1451132226|0.00|0.00|4136|13.48|0.00
PRICELM089|1941800287|0.00|0.00|4121|13.33|0.00
PRICELM090|1817359558|0.00|0.00|4128|13.10|0.00
PRICELM091|308328.65|0.00|0.00|4114|13.13|12143276.69
PRICELM092|343034.98|0.00|0.00|4099|14.13|11929799.73
PRICELM093|348993.79|0.00|0.00|4084|14.31|11556317.52
PRICELM094|310454.87|0.00|0.00|4064|14.40|10115012.46
PRICELM095|299738.65|0.00|0.00|4035|13.53|9826656.01
PRICELM096|291802.76|0.00|0.00|4034|13.00|9347022.89
PRICELM097|362707.62|0.00|0.00|4018|12.75|11409021.93
PRICELM098|265303.26|0.00|0.00|4015|11.87|7943409.83
PRICELM099|291987.23|0.00|0.00|3996|12.30|8819220.12
PRICELM100|348768.73|0.00|0.00|3987|12.70|10569632.16
PRICELM101|491179.05|0.00|0.00|3980|15.34|14998325.35
PRICELM102|586212.49|0.00|0.00|3969|15.00|17218565.31
PRICELM103|814544.12|0.00|0.00|3962|15.85|27126043.67
PRICELM104|718155.19|0.00|0.00|3944|15.95|26448977.67
PRICELM105|769501.29|0.00|0.00|3920|15.36|30274854.12
PRICELM106|935727.45|0.00|0.00|3900|15.88|38779369.25
PRICELM107|989545.99|0.00|0.00|3893|15.40|40277379.89
PRICELM108|823306.44|0.00|0.00|3880|15.02|33720109.33
PRICELM109|775169.41|0.00|0.00|3855|14.25|29200063.31
PRICELM110|797772.20|0.00|0.00|3835|14.04|28438255.28
PRICELM111|772546.27|0.00|0.00|3825|13.11|27322648.59
PRICELM112|824769.17|0.00|0.00|3811|12.71|29002156.90
PRICELM113|980691.13|0.00|0.00|3805|12.64|34401187.99
PRICELM114|1220196.79|0.00|0.00|3793|12.97|42465380.33
PRICELM115|1426462.13|0.00|0.00|3778|13.38|47453624.44
PRICELM116|1633610.26|0.00|0.00|3757|14.74|53472836.25
PRICELM117|1425937.66|0.00|0.00|3739|14.01|48904380.55
PRICELM118|1386552.28|0.00|0.00|3729|13.09|47807997.14
PRICELM119|1373338.39|0.00|0.00|3721|13.23|45873123.12
PRICELM120|1298096.97|0.00|0.00|3706|13.05|44064302.86
PRICEV_Y1|252115.30|23798453.08|0.00|5893|44303.35|916412.64
PRICEV_Y2|225926.47|26577633.82|0.00|5584|35713.56|836186.70
PRICEV_Y3|238166.11|27335086.65|0.00|5302|30785.82|831995.13
PRICEV_Y4|220369.65|21277966.50|0.00|5094|28681.90|747946.97
PRICEV_Y5|222475.31|21597156.60|0.00|4843|27522.24|783010.59
PRICEV_Y6|234371.12|30122975.22|0.00|4529|22477.46|965707.37
PRICEV_Y7|257839.07|49410897.04|0.00|4279|19845.96|1225450.82
PRICEVM001|12936.52|1506672.57|0.00|6118|1947.76|54417.28
PRICEVM002|25834.15|3420810.29|0.00|6110|3672.20|113646.59
PRICEVM003|25323.33|9646301.96|0.00|6084|3785.93|160636.35
PRICEVM004|25672.77|4057263.47|0.00|6065|3854.36|103487.07
PRICEVM005|22998.34|3894440.76|0.00|6050|3626.24|92472.64
PRICEVM006|22871.10|5154200.21|0.00|6025|4005.95|99231.18
PRICEVM007|25695.61|3542948.70|0.00|5997|3990.78|112333.61
PRICEVM008|23852.71|5937080.46|0.00|5957|3601.64|123503.53
PRICEVM009|28696.96|9120192.98|0.00|5929|4216.26|190521.98
PRICEVM010|25589.53|7362715.53|0.00|5909|3202.35|152659.13
PRICEVM011|27172.56|4142407.19|0.00|5889|3714.88|129100.68
PRICEVM012|25088.90|4013312.88|0.00|5879|4084.43|107946.32
PRICEVM013|26695.38|3852074.48|0.00|5864|3781.26|127706.34
PRICEVM014|28718.24|2869173.69|0.00|5850|4374.73|109171.71
PRICEVM015|20669.03|3063056.18|0.00|5813|3576.14|84562.13
PRICEVM016|24194.18|5368072.93|0.00|5781|3800.24|120386.91
PRICEVM017|23299.59|10176348.38|0.00|5762|3470.46|166466.73
PRICEVM018|26252.32|3579648.41|0.00|5729|4511.04|114259.35
PRICEVM019|26158.10|4648348.50|0.00|5690|4116.27|130556.89
PRICEVM020|25390.21|8207239.76|0.00|5656|3479.85|158551.53
PRICEVM021|28542.34|5165055.78|0.00|5631|4243.86|152013.27
PRICEVM022|25776.59|4101515.83|0.00|5604|3638.70|119429.80
PRICEVM023|27349.40|5137921.73|0.00|5581|4166.49|132388.83
PRICEVM024|23787.31|9137686.00|0.00|5557|3928.24|150935.32
PRICEVM025|23491.87|6470936.01|0.00|5539|3723.91|117926.72
PRICEVM026|24166.53|7054298.67|0.00|5502|3493.99|136976.67
PRICEVM027|21570.53|4507875.88|0.00|5466|3378.84|101501.15
PRICEVM028|24665.13|4432509.45|0.00|5445|3355.05|129584.65
PRICEVM029|21942.96|8488840.92|0.00|5427|2813.19|152675.22
PRICEVM030|28976.73|6546897.89|0.00|5405|3732.45|182171.84
PRICEVM031|27355.88|9724391.92|0.00|5373|3579.51|184973.98
PRICEVM032|22759.37|10182082.10|0.00|5344|3035.14|163133.05
PRICEVM033|27179.32|6594085.73|0.00|5314|3906.69|143858.31
PRICEVM034|23008.75|7169189.88|0.00|5296|3057.17|137574.34
PRICEVM035|23537.35|6738777.34|0.00|5284|3068.85|129389.48
PRICEVM036|23200.04|2647322.02|0.00|5263|3581.82|94577.55
PRICEVM037|25373.75|3121776.40|0.00|5240|3455.39|89844.42
PRICEVM038|20943.30|1863879.94|0.00|5228|2636.63|74333.71
PRICEVM039|22676.37|4729172.25|0.00|5189|2992.26|99675.30
PRICEVM040|21248.64|1813474.49|0.00|5164|3177.66|71878.78
PRICEVM041|19903.65|2623695.31|0.00|5150|2667.27|78062.21
PRICEVM042|24805.03|8659681.69|0.00|5128|3590.62|140926.33
PRICEVM043|23131.97|5244840.51|0.00|5109|2976.45|109701.11
PRICEVM044|24407.75|4636768.12|0.00|5091|2845.05|131971.41
PRICEVM045|24820.82|2794820.12|0.00|5076|3310.10|94321.21
PRICEVM046|24978.24|3571160.15|0.00|5068|2895.40|96448.58
PRICEVM047|23984.16|2648604.27|0.00|5061|3135.53|84702.94
PRICEVM048|21382.27|1771500.11|0.00|5051|3464.67|68850.21
PRICEVM049|20446.94|3283531.14|0.00|5031|2918.47|84243.43
PRICEVM050|22962.38|3807931.22|0.00|5009|3098.11|90858.33
PRICEVM051|21830.04|2236458.46|0.00|4990|3151.22|84039.59
PRICEVM052|22483.66|2344653.96|0.00|4973|3288.49|79652.37
PRICEVM053|21141.17|1904433.56|0.00|4963|3157.50|68916.87
PRICEVM054|21279.28|2827137.47|0.00|4930|3707.04|78442.55
PRICEVM055|19078.49|2599129.06|0.00|4898|3000.64|70905.79
PRICEVM056|20810.40|2464651.42|0.00|4875|2958.89|77251.28
PRICEVM057|22901.25|3513432.42|0.01|4848|3456.07|94715.26
PRICEVM058|19989.04|2332835.51|0.00|4829|2793.36|76074.44
PRICEVM059|22703.27|2409521.50|0.00|4819|3101.90|97811.09
PRICEVM060|24032.71|5482373.07|0.00|4795|3581.74|125371.53
PRICEVM061|18789.06|3300772.68|0.00|4782|2618.94|81363.33
PRICEVM062|25952.51|2208122.28|0.00|4754|3557.51|89539.79
PRICEVM063|19855.40|3060543.26|0.00|4721|3049.96|79906.20
PRICEVM064|19169.36|4632144.37|0.00|4692|2803.80|108443.94
PRICEVM065|21206.59|3695705.99|0.00|4683|2957.05|95989.12
PRICEVM066|21357.60|4943583.44|0.01|4644|3300.29|106892.59
PRICEVM067|22202.06|4710066.17|0.00|4610|3121.85|125489.48
PRICEVM068|24846.56|3255218.86|0.00|4574|3249.70|117449.10
PRICEVM069|27172.82|4040280.42|0.00|4542|3902.39|132188.19
PRICEVM070|26132.17|5052741.72|0.01|4524|3265.31|153091.50
PRICEVM071|25518.02|3577267.40|0.03|4493|3576.67|108113.13
PRICEVM072|19880.37|1661614.12|0.02|4469|3082.93|73484.33
PRICEVM073|20057.66|2225268.52|0.05|4437|2794.05|79390.87
PRICEVM074|23942.98|2047949.20|0.07|4419|3128.28|91919.07
PRICEVM075|20139.69|1736752.28|0.02|4373|2483.83|79981.16
PRICEVM076|19674.39|1933852.07|0.06|4358|2594.51|75139.65
PRICEVM077|20154.85|2461392.25|0.05|4337|2579.02|77596.53
PRICEVM078|21897.63|2590935.00|0.10|4322|2804.72|87809.23
PRICEVM079|22650.28|2929385.50|0.10|4300|2824.51|87817.80
PRICEVM080|22175.22|2918219.69|0.10|4275|2619.93|84862.61
PRICEVM081|20482.04|3198877.19|0.07|4253|2504.33|81957.10
PRICEVM082|20695.34|3261781.33|0.07|4249|2281.51|83001.42
PRICEVM083|22302.42|3343446.50|0.10|4229|2502.51|96476.02
PRICEVM084|19094.27|3506860.94|0.10|4210|2347.37|85241.12
PRICEVM085|21082.02|3168537.64|0.10|4197|2287.89|88393.35
PRICEVM086|20417.03|2982369.00|0.03|4178|2014.86|84209.78
PRICEVM087|19966.23|3170086.71|0.07|4161|2155.52|82253.81
PRICEVM088|19945.72|2306530.17|0.06|4149|2308.63|75644.10
PRICEVM089|20837.53|2814873.96|0.02|4130|2112.28|81636.77
PRICEVM090|22705.13|4061888.21|0.01|4137|2701.91|93837.20
PRICEVM091|24756.28|4226064.51|0.08|4126|2728.81|103903.75
PRICEVM092|21378.99|4314176.06|0.04|4109|2472.62|95617.51
PRICEVM093|23661.58|6824956.44|0.10|4092|2837.49|128466.80
PRICEVM094|22792.97|5965241.58|0.02|4073|2497.91|115519.66
PRICEVM095|23351.99|6069311.81|0.08|4043|2364.11|122535.72
PRICEVM096|21130.09|4971014.38|0.10|4045|2551.86|104583.31
PRICEVM097|23860.82|5670880.09|0.03|4024|2462.98|117127.70
PRICEVM098|27445.64|5926744.91|0.05|4025|2610.03|129665.71
PRICEVM099|27556.47|5436164.71|0.01|4003|2783.99|124781.03
PRICEVM100|36505.44|8796779.96|0.05|3996|3688.07|182633.56
PRICEVM101|21674.51|3303077.08|0.10|3989|2345.62|89787.83
PRICEVM102|24882.66|3729854.64|0.10|3978|3071.18|104435.36
PRICEVM103|23765.25|2552911.71|0.02|3968|2773.75|102585.50
PRICEVM104|23566.66|8046351.58|0.08|3954|2504.76|154146.91
PRICEVM105|28715.37|9958156.51|0.02|3927|3072.58|187826.14
PRICEVM106|24779.87|8241929.95|0.07|3907|2514.46|161483.41
PRICEVM107|27621.81|12703909.11|0.01|3902|2602.54|232153.25
PRICEVM108|25005.42|13427189.84|0.02|3888|2775.13|234999.72
PRICEVM109|26821.04|9079117.96|0.10|3862|2672.53|184279.53
PRICEVM110|27542.31|12001374.13|0.10|3842|2492.26|229156.00
PRICEVM111|25033.02|8269964.34|0.09|3834|2408.23|161561.28
PRICEVM112|26836.89|8379308.39|0.05|3819|2485.44|170000.40
PRICEVM113|29719.23|10464316.69|0.09|3813|2431.73|204117.77
PRICEVM114|34178.14|14051532.75|0.10|3800|3079.61|256290.78
PRICEVM115|39550.96|19003211.68|0.03|3786|3257.59|339924.11
PRICEVM116|35737.82|18938713.27|0.10|3766|3011.63|339095.92
PRICEVM117|33915.20|14178409.81|0.09|3745|3179.18|273659.54
PRICEVM118|26855.25|5918540.88|0.10|3738|2264.67|147122.01
PRICEVM119|30875.31|10827885.45|0.06|3730|2627.42|227217.01
PRICEVM120|29534.44|15021794.25|0.02|3713|2814.85|275845.19
PRP_2YH|57.99|100.00|0.00|6109|64.44|31.42
PSPS|9.30|932.55|0.01|5035|1.95|45.81
PSPS_1T|9.88|932.57|0.10|4840|2.09|47.19
PSPS_A3Y|10.17|702.53|0.10|4483|2.17|41.13
PSPS_A5Y|8.10|581.22|0.10|4049|2.10|32.19
PSPS_A7Y|6.16|473.36|0.10|3567|1.95|23.58
PSPSA_VAL|71.16|12261.10|0.00|3899|27.82|368.42
PSPSA_Y1|14.26|995.79|0.10|5018|2.34|63.12
PSPSA_Y2|17.29|937.77|0.10|4848|2.33|76.53
PSPSA_Y3|17.35|988.62|0.10|4639|2.08|79.09
PSPSA_Y4|17.35|926.16|0.10|4441|2.14|76.19
PSPSA_Y5|16.03|972.16|0.10|4222|2.14|73.64
PSPSA_Y6|15.00|996.05|0.10|3953|1.94|72.70
PSPSA_Y7|13.58|991.55|0.10|3721|1.59|71.14
PTI_12M|437.62|65737.00|-15595.00|6038|2.76|2355.23
PTI_G1F|-4.55|976.30|-992.60|5782|5.50|173.39
PTI_G1Q5|-7.92|998.00|-999.00|5534|1.00|165.93
PTI_G1T|-9.31|997.70|-974.10|5717|0.20|162.15
PTI_G2Q6|-7.76|981.00|-998.80|5770|1.90|184.47
PTI_G3F|-4.72|878.50|-948.00|5681|5.00|89.13
PTI_G3Q7|-12.81|998.20|-986.90|5664|1.80|180.76
PTI_G4Q8|-4.41|991.80|-994.80|5598|2.90|197.25
PTI_G5F|-4.64|821.10|-818.60|5273|2.90|60.34
PTI_G7F|-1.10|242.30|-321.30|4784|3.40|37.38
PTI_Q1|123.23|20489.00|-11971.00|5868|1.21|765.30
PTI_Q2|135.81|17759.00|-5851.00|6112|0.84|791.61
PTI_Q3|122.89|27647.00|-6027.00|6092|0.51|746.16
PTI_Q4|109.33|34134.65|-32721.00|6063|0.67|961.48
PTI_Q5|135.23|23147.00|-22962.00|6038|1.27|800.79
PTI_Q6|136.11|15098.00|-3202.22|6014|1.02|708.32
PTI_Q7|114.73|16168.00|-4504.75|5971|0.70|615.56
PTI_Q8|102.65|27030.00|-13208.00|5930|0.78|742.57
PTI_Y1|456.17|65737.00|-20134.00|6102|3.06|2354.56
PTI_Y2|425.47|72903.00|-18379.00|6066|2.87|2207.88
PTI_Y3|365.48|64089.00|-7625.00|5947|2.38|2018.96
PTI_Y4|328.68|61372.00|-19858.00|5714|2.27|2134.73
PTI_Y5|436.17|72515.00|-8549.00|5500|6.03|2302.99
PTI_Y6|485.14|138400.00|-23156.08|5293|5.87|3149.76
PTI_Y7|459.57|206700.00|-28695.00|5059|6.20|3863.32
PTM_12M|-21.15|593.70|-992.13|5019|5.19|121.09
QS_DIFF|-87.72|9999.88|-11020.77|3994|0.01|1131.76
QS_EPS|1.57|4405.16|-16.00|3838|0.24|71.11
QS_PERC|1.14|952.60|-960.00|3726|4.40|115.35
QS_SD|0.14|245.96|0.00|3384|0.03|4.23
QS_SUE_Q1|0.90|350.50|-184.50|3901|0.30|10.24
QUICK_Q1|2.96|218.65|0.00|4767|1.20|8.54
QUICK_Y1|3.08|243.00|0.00|4490|1.33|8.06
QUICK_Y2|2.94|591.00|-2.00|4394|1.34|12.01
QUICK_Y3|2.67|199.86|-3.38|4244|1.32|6.46
QUICK_Y4|2.72|109.00|-1.43|3980|1.34|5.61
QUICK_Y5|2.70|146.00|-3.00|3807|1.41|5.14
QUICK_Y6|2.61|95.00|-1.67|3654|1.38|5.08
QUICK_Y7|2.32|82.00|-1.70|3426|1.35|3.94
R1ECG10E|2.95|485.69|-766.63|1299|0.84|26.38
R1FMKTPR|118.64|7285.35|0.05|406|36.63|417.76
R1GRTH|-14.24|31.93|-769.48|1303|-6.80|32.51
R1PE|9.49|52.76|0.20|417|8.00|7.31
R1SPRICE|29.29|1798.85|0.01|406|9.04|103.15
RD_12M|262.91|33861.00|-28.94|2250|21.34|1369.66
RD_Q1|70.37|9200.00|-0.07|2156|6.30|372.53
RD_Q2|73.71|9065.00|-0.44|2156|6.45|385.58
RD_Q3|64.68|7927.00|-0.04|2165|6.04|329.21
RD_Q4|76.23|7669.00|-35.29|2156|5.91|403.48
RD_Q5|62.01|7162.00|-0.12|2142|5.57|312.84
RD_Q6|67.12|7247.00|-0.03|2134|5.58|342.49
RD_Q7|59.58|6759.00|-1.57|2125|5.26|300.54
RD_Q8|67.76|7278.00|-207.00|2120|5.17|353.75
RD_Y1|243.50|28837.00|-157.60|2351|21.47|1225.80
RD_Y2|228.89|22620.00|-1.19|2336|18.73|1159.36
RD_Y3|205.76|16085.00|0.00|2282|16.98|954.23
RD_Y4|224.20|32921.00|-0.01|2136|15.68|1167.26
RD_Y5|207.02|21938.00|0.00|2021|14.29|982.40
RD_Y6|216.31|34800.00|-0.15|1942|12.50|1153.35
RD_Y7|254.88|35800.00|-0.09|1805|12.74|1315.16
RDM_12M|57.43|998.67|-86.17|1774|11.46|143.41
REG|5.37|906.50|-99.10|3173|0.90|55.65
RETEARN_Q1|1780.11|419367.00|-123141.00|6006|-1.15|12637.08
RETEARN_Q2|1865.97|419913.00|-127104.00|6004|-0.76|12860.27
RETEARN_Q3|1752.98|420498.00|-128642.62|5960|-0.73|12562.08
RETEARN_Q4|1899.03|421653.00|-127335.00|5902|-0.39|12799.30
RETEARN_Q5|1762.20|419155.00|-127219.81|5834|-0.23|12521.34
RETEARN_Q6|1856.54|416418.00|-126143.00|5754|-0.14|12628.02
RETEARN_Q7|1711.06|415970.00|-129662.00|5690|-0.16|12216.78
RETEARN_Q8|1788.55|414540.00|-133805.00|5592|-0.14|12158.71
RETEARN_Y1|1879.21|421653.00|-78260.00|6073|-0.80|12444.81
RETEARN_Y2|1772.81|414540.00|-83261.00|6007|-0.70|11766.40
RETEARN_Y3|1691.44|407831.00|-77941.00|5843|-0.40|11350.14
RETEARN_Y4|1703.92|412444.00|-80773.00|5592|-0.10|11238.56
RETEARN_Y5|1828.20|431764.00|-94650.60|5363|0.00|12832.83
RETEARN_Y6|1845.87|399611.00|-69719.00|5142|0.00|12510.57
RETEARN_Y7|1826.00|365978.00|-75963.30|4899|0.00|12170.52
ROA_12M|-22.27|586.39|-991.91|4955|1.07|91.55
ROA_Y1|-27.24|923.99|-984.99|5722|0.96|105.22
ROA_Y2|-27.05|698.22|-999.85|5581|0.82|106.25
ROA_Y3|-25.89|701.47|-981.48|5345|0.84|101.73
ROA_Y4|-24.74|712.63|-993.02|5134|0.85|91.06
ROA_Y5|-24.07|936.94|-975.07|4963|1.18|96.74
ROA_Y6|-23.61|962.61|-958.72|4737|1.34|98.30
ROA_Y7|-21.64|924.21|-962.20|4481|1.36|98.92
ROE_12M|-0.87|990.41|-962.95|5000|7.61|116.91
ROE_A5Y|1.69|530.83|-496.13|4723|7.60|61.16
ROE_A7Y|3.19|428.71|-473.76|4154|7.90|48.79
ROE_Y1|-2.73|979.02|-983.76|5835|8.02|133.77
ROE_Y2|5.73|912.92|-988.00|5723|7.63|132.82
ROE_Y3|2.03|975.29|-966.30|5467|7.29|131.71
ROE_Y4|6.71|999.11|-974.35|5241|7.89|127.68
ROE_Y5|6.61|999.12|-999.14|5034|8.45|122.58
ROE_Y6|8.15|978.14|-956.54|4791|8.85|119.61
ROE_Y7|5.57|987.99|-997.51|4533|8.83|122.10
ROIC_A5Y|3.43|8029.26|-988.24|4382|6.32|163.53
ROIC_Y1|6.64|6403.45|-958.86|5109|6.42|182.60
ROIC_Y2|22.51|9628.50|-982.50|5708|6.61|346.48
ROIC_Y3|15.03|6136.59|-974.26|5490|6.26|239.75
ROIC_Y4|18.05|8417.00|-987.40|5209|6.56|266.43
ROIC_Y5|17.42|9012.93|-954.11|5021|7.12|263.06
RPS_6M|95.75|373.75|0.00|5983|99.87|24.59
RS_04W|-2.68|867.11|-94.92|6096|-3.20|27.50
RS_13W|-2.24|3807.05|-99.11|6065|-4.87|93.12
RS_26W|5.05|44643.72|-99.96|5996|-9.80|695.04
RS_52W|-5.04|21599.71|-100.00|5861|-15.26|345.67
RSW_4Q|7.25|19922.00|-88.00|5848|2.00|274.99
SALES_12M|5097.39|517989.00|0.10|5239|402.83|20973.80
SALES_G1F|24.92|973.80|-100.00|5114|9.70|79.08
SALES_G1Q5|15.38|928.00|-99.50|4935|4.70|68.97
SALES_G1T|17.90|941.90|-98.90|5033|6.20|68.63
SALES_G2Q6|13.97|951.90|-100.00|5857|1.90|68.74
